英文描述,中文描述,
"Lie flat on your back with your legs straight and your arms extended overhead, holding the band. Engage your abs and lift your legs and upper body off the ground simultaneously, reaching your hands towards your toes. As you lower your legs and upper body back down, switch the position of your legs, crossing one over the other. Repeat the movement, alternating the position of your legs with each repetition. Continue for the desired number of repetitions.",仰躺，双腿伸直，双臂举过头顶，握住乐队。同时收紧腹肌，抬起双腿和上半身离地，双手伸向脚趾。当你放下双腿和上半身时，换个位置，双腿交叉。重复这个动作，每次重复时交替调整双腿的位置。继续练习到所需的重复次数。,
"Stand with your feet shoulder-width apart and hold a dumbbell in each hand. Bend forward at the waist, keeping your back straight and your knees slightly bent. Extend your arms straight back, keeping your elbows close to your body. Slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",双脚与肩同宽站立，双手各握一个哑铃。腰部前倾，保持背部挺直，膝盖微微弯曲。双臂向后伸直，肘部靠近身体。慢慢把哑铃放回起始位置。重复到所需的重复次数。,
"Kneel on the floor and hold the handles of the band with both hands, palms facing down. Place the band on the ground in front of you and position your hands shoulder-width apart. Engage your core and slowly roll the wheel forward, extending your body as far as you can while maintaining control. Pause for a moment at the furthest point, then slowly roll the wheel back towards your knees to return to the starting position. Repeat for the desired number of repetitions.",跪在地上，双手握住乐队的把手，手掌朝下。将乐队带放在你面前的地上，双手与肩同宽。收紧核心，缓慢地将方向盘向前滚动，尽量伸展身体，同时保持控制。在最远处暂停片刻，然后慢慢将方向盘向膝盖方向滚动，回到起始位置。重复到所需的重复次数。,
"Lie flat on a bench with your feet flat on the ground and your back pressed against the bench. Grasp the band handles with an overhand grip, slightly wider than shoulder-width apart. Extend your arms fully, pushing the bands away from your chest. Slowly lower the bands back down to your chest, keeping your elbows at a 90-degree angle. Repeat for the desired number of repetitions.",平躺在长椅上，双脚平放在地上，背部贴着长凳。用过手握法握住弹力带把手，间距略宽于肩宽。双臂完全伸展，将弹力带从胸前推开。慢慢将弹力带放回胸前，保持肘部呈90度角。重复到所需的重复次数。,
"Sit on a bench or chair with your back straight and feet flat on the ground. Hold a dumbbell with both hands, palms facing down, and extend your arms straight up overhead. Keeping your upper arms close to your head and elbows pointing forward, slowly lower the dumbbell behind your head by bending your elbows. Pause for a moment, then extend your arms back up to the starting position. Repeat for the desired number of repetitions.",坐在长椅或椅子上，背部挺直，双脚平放在地上。双手握哑铃，掌心朝下，双臂直伸过头顶。保持上臂靠近头部，肘部向前，慢慢弯曲肘部，将哑铃放到头后。暂停片刻，然后把手臂伸回起始位置。重复到所需的重复次数。,
"Attach the band to a sturdy anchor point at ankle height. Stand facing away from the anchor point with your feet shoulder-width apart. Step back to create tension in the band, keeping your knees slightly bent. Hinge at the hips and lean forward, maintaining a neutral spine. Extend your right leg straight back, squeezing your glutes at the top. Lower your right leg back down and repeat with the left leg. Continue alternating legs for the desired number of repetitions.",将弹力圈固定在脚踝高度的坚固锚点上。站立时背对锚点，双脚与肩同宽。后退一步，在弹力带中制造张力，保持膝盖微微弯曲。臀部弯曲，身体前倾，保持脊柱中立。右腿向后伸直，臀部顶部收紧。右腿放下，左腿重复。继续交替做足，达到所需的重复次数。,
"Lie flat on your back with your hands behind your head and your knees bent. Lift your feet off the ground and bring your right knee towards your chest while simultaneously twisting your torso to bring your left elbow towards your right knee. Straighten your right leg while bringing your left knee towards your chest and twisting your torso to bring your right elbow towards your left knee. Continue alternating the twisting motion, as if you are pedaling a bicycle, while keeping your core engaged throughout the movement. Repeat for the desired number of repetitions.",平躺，双手放在头后，膝盖弯曲。抬起双脚，右膝向胸前，同时扭转躯干，使左肘向右膝靠近。伸直右腿，同时将左膝向胸前，扭动躯干使右肘向左膝。继续交替旋转动作，就像踩自行车一样，同时保持核心收紧。重复至所需次数。,
"Attach the band to a high anchor point, such as a pull-up bar or sturdy beam. Stand facing the anchor point and grab the band with an underhand grip, hands shoulder-width apart. Step back to create tension in the band, keeping your feet hip-width apart. Engage your core and keep your back straight as you pull the band down towards your chest, squeezing your shoulder blades together. Pause for a moment at the bottom of the movement, then slowly release the band back to the starting position. Repeat for the desired number of repetitions.",将弹力带固定在高锚点上，如引体向上杆或坚固的横梁。站在锚点面朝上，双手与肩同宽握住弹力带。后退以增加弹力带张力，保持双脚与髋部同宽。收紧核心，保持背部挺直，将弹力带向下拉向胸口，同时将肩胛骨紧紧挤压。动作结束后稍作停顿，然后慢慢将弹力带放回起始位置。重复至所需次数。,
"Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand. Bend your knees slightly and lean forward from your hips, keeping your back straight. Bring your upper arms close to your sides and keep your elbows bent at a 90-degree angle. Extend your arms straight back, squeezing your triceps at the top of the movement. Pause for a moment, then slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",坐在长椅上，双脚平放在地上，双手各握一个哑铃。膝盖微微弯曲，臀部前倾，保持背部挺直。将上臂靠近身体两侧，肘部保持90度弯曲。双臂向后伸直，动作顶端收紧三头肌。暂停片刻，然后慢慢将哑铃放回起始位置。重复到所需的重复次数。,
"Stand facing a wall with your feet shoulder-width apart. Place an exercise ball between the wall and your lower back. Hold a dumbbell in each hand, with your arms extended by your sides. Place a tennis ball between your ankles. Raise your heels off the ground, lifting your body up onto your toes. Pause for a moment at the top, then slowly lower your heels back down to the starting position. Repeat for the desired number of repetitions.",站在墙边，双脚与肩同宽。在墙壁和下背部之间放一个健身球。双手各握一个哑铃，双臂伸展到身体两侧。在脚踝之间放一个网球。抬起脚跟，抬起身体踮起脚尖。在顶端稍作停顿，然后慢慢将脚跟放回起始位置。重复到所需的重复次数。,
